Logistic Regression,Logistic Regression optimal threshold,MLP,MLP optimal threshold,Voting,Voting optimal threshold,Random Forest,Random Forest optimal threshold
0.6415094339622641,0.6567164179104478,0.7870967741935484,0.7955801104972375,0.8255813953488372,0.8333333333333334,0.8409090909090909,0.8323699421965318
0.9993316213459036,0.999393241234974,0.9997099283610953,0.999674693816545,0.999736259099061,0.9997362405486196,0.9997538331692221,0.999745048221052
0.5573770491803278,0.5945945945945946,0.9384615384615385,0.7912087912087912,0.8658536585365854,0.8333333333333334,0.8604651162790697,0.8674698795180723
0.7555555555555555,0.7333333333333333,0.6777777777777778,0.8,0.7888888888888889,0.8333333333333334,0.8222222222222222,0.8
0.8204205276540839,0.8280548295727108,0.8934033512773218,0.8976274021568913,0.9126588272239491,0.9165347869409766,0.9203314620391565,0.9160574952087919
0.6550793641656945,0.662594581941492,0.8067941665466244,0.7941823450425979,0.825958001240827,0.8318849485018727,0.8399040625090729,0.8323128891972383
